data,mm,temp_mean,temp_max,temp_min,feriado,qnt_delivery,qnt_pickup,qnt_local
2022-12-02,0.0,24.0625,24.8875,23.179166666666664,0,2684,573,169
2022-12-03,21.2,23.641666666666666,24.35833333333333,22.90833333333333,0,3040,711,184
2022-12-04,0.2,24.4,25.230434782608693,23.643478260869564,0,2412,501,61
2022-12-05,0.0,23.425,24.02083333333333,22.72083333333333,0,1574,329,69
2022-12-06,0.0,26.281818181818185,26.9,25.36818181818182,0,1922,367,107
2022-12-07,0.0,27.12173913043478,27.76521739130435,26.36086956521739,0,1938,405,92
2022-12-08,0.0,27.754166666666663,28.65833333333333,27.0,0,2069,443,98
2022-12-09,15.6,26.9,28.191304347826087,25.517391304347825,0,2898,586,119
2022-12-10,0.2,25.820833333333336,26.579166666666666,25.2625,0,3041,728,220
2022-12-11,0.0,25.87391304347826,26.80869565217392,25.1,0,2683,486,83
2022-12-12,0.4,24.1375,24.84166666666667,23.566666666666663,0,1442,239,90
2022-12-13,3.6,22.50869565217392,23.15217391304348,21.89565217391305,0,1624,332,83
2022-12-14,0.0,21.97083333333333,22.75,21.204166666666666,0,1739,351,105
2022-12-15,0.0,23.804166666666664,24.691666666666663,23.0875,0,2013,401,109
2022-12-16,0.0,23.641666666666666,24.65416666666667,22.975,0,2468,552,142
2022-12-17,0.0,22.347826086956523,23.17391304347826,21.53043478260869,0,2838,667,189
2022-12-18,29.8,19.90434782608696,20.51304347826087,19.56086956521739,0,2584,458,54
2022-12-19,0.8,20.425,21.245833333333334,19.8125,0,1682,316,64
2022-12-20,0.0,21.17083333333333,21.766666666666666,20.433333333333334,0,1878,384,87
2022-12-21,0.0,22.35833333333333,23.0625,21.71666666666667,0,2005,414,107
2022-12-22,0.0,22.729166666666668,23.475,22.14583333333333,0,2192,445,151
2022-12-23,0.0,23.043478260869566,23.81304347826088,22.31304347826088,0,2313,555,135
2022-12-24,0.0,23.933333333333334,24.84166666666667,23.15833333333333,1,1256,194,32
2022-12-25,11.0,23.266666666666666,24.304166666666664,22.633333333333336,2,1986,285,29
2022-12-26,0.2,22.6875,23.141666666666666,21.916666666666668,0,1669,339,99
2022-12-27,6.2,23.29583333333333,24.366666666666664,22.58333333333333,0,1919,354,75
2022-12-28,0.6000000000000001,20.60833333333333,21.141666666666666,20.054166666666667,0,1681,405,110
2022-12-29,0.0,21.75,22.65416666666667,20.704166666666666,0,1832,404,111
2022-12-30,0.0,24.11304347826087,24.83478260869565,23.191304347826087,0,2173,539,127
2022-12-31,0.0,25.89583333333333,26.65416666666667,25.1625,0,993,146,2
